year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2014,206242280,ANBERRY REHABILITATION HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Merced,Investor Owned,33580,11959826,11022401,543,0,0,937968
2013,206242280,ANBERRY REHABILITATION HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Merced,Investor Owned,33877,11310228,10724608,32,0,0,585652
2012,206242280,ANBERRY REHABILITATION HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Merced,Investor Owned,34131,11186647,10593973,9,0,0,592683
2011,206242280,ANBERRY REHABILITATION HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Merced,Investor Owned,33981,11948262,10627379,308,0,0,1321191
2015,206244031,NEW BETHANY,1/1/2015 0:00,12/31/2015 0:00,Merced,Not-for-Profit,11324,2767619,2938040,-398570,0,0,-568991
2014,206244031,NEW BETHANY,1/1/2014 0:00,12/31/2014 0:00,Merced,Not-for-Profit,11535,2787151,2942547,-506640,0,0,-662036
2013,206244031,NEW BETHANY,1/1/2013 0:00,12/31/2013 0:00,Merced,Not-for-Profit,12036,2798015,3003606,-419553,0,0,-625144
2012,206244031,NEW BETHANY,1/1/2012 0:00,12/31/2012 0:00,Merced,Not-for-Profit,11795,2949106,2926123,-284166,0,0,-261183
2011,206244031,NEW BETHANY,1/1/2011 0:00,12/31/2011 0:00,Merced,Not-for-Profit,11785,3045828,2924333,-330483,0,0,-208988
2015,206244046,DOS PALOS MEMORIAL SKLD NRSG FACILITY,7/1/2014 0:00,6/30/2015 0:00,Merced,Not-for-Profit,9814,2501112,2655806,16134,0,0,-138560
2014,206244046,DOS PALOS MEMORIAL SKLD NRSG FACILITY,7/1/2013 0:00,6/30/2014 0:00,Merced,Not-for-Profit,8838,2216892,2529594,71178,0,0,-241524
2013,206244046,DOS PALOS MEMORIAL SKLD NRSG FACILITY,7/1/2012 0:00,6/30/2013 0:00,Merced,Not-for-Profit,9616,2464488,2545495,0,0,0,-81007
2012,206244046,DOS PALOS MEMORIAL SKLD NRSG FACILITY,7/1/2011 0:00,6/30/2012 0:00,Merced,Not-for-Profit,9302,2511202,2430142,0,0,0,81060
2011,206244046,DOS PALOS MEMORIAL SKLD NRSG FACILITY,7/1/2010 0:00,6/30/2011 0:00,Merced,Not-for-Profit,10118,2556768,2464996,0,0,0,91772
2015,206270711,AVE MARIA CONVALESCENT HOSPITAL,7/1/2014 0:00,6/30/2015 0:00,Monterey,Not-for-Profit,7151,1918008,2219630,178572,0,0,-123050
2014,206270711,AVE MARIA CONVALESCENT HOSPITAL,7/1/2013 0:00,6/30/2014 0:00,Monterey,Not-for-Profit,7210,1665369,2312717,392917,0,0,-254431
2013,206270711,AVE MARIA CONVALESCENT HOSPITAL,7/1/2012 0:00,6/30/2013 0:00,Monterey,Not-for-Profit,7095,1732088,2422805,277021,0,0,-413696
2012,206270711,AVE MARIA CONVALESCENT HOSPITAL,7/1/2011 0:00,6/30/2012 0:00,Monterey,Not-for-Profit,8147,1829497,2300894,399045,0,0,-72352
2011,206270711,AVE MARIA CONVALESCENT HOSPITAL,7/1/2010 0:00,6/30/2011 0:00,Monterey,Not-for-Profit,8756,1817119,2339562,-20718,0,0,-543161
2015,206270722,CARMEL HILLS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,31206,10448966,10337006,620,896,0,111684
2014,206270722,CARMEL HILLS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,29612,10402845,10380613,604,-1502,0,24338
2013,206270722,CARMEL HILLS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,31048,10720712,10510337,12834,3805,0,219404
2012,206270722,CARMEL HILLS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,29005,10096470,10031924,610,0,0,65156
2011,206270722,CARMEL HILLS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,28691,11011181,10183681,2754,14090,0,816164
2015,206270732,CANTERBURY WOODS,4/1/2014 0:00,3/31/2015 0:00,Monterey,Not-for-Profit,6943,1432386,3625555,2466226,0,0,273057
2014,206270732,CANTERBURY WOODS,4/1/2013 0:00,3/31/2014 0:00,Monterey,Not-for-Profit,7333,1183829,3538394,2845365,0,0,490800
2013,206270732,CANTERBURY WOODS,4/1/2012 0:00,3/31/2013 0:00,Monterey,Not-for-Profit,7183,1247251,3680925,2446809,0,0,13135
2012,206270732,CANTERBURY WOODS,4/1/2011 0:00,3/31/2012 0:00,Monterey,Not-for-Profit,1433,1340673,3287533,2725099,0,0,778239
2011,206270732,CANTERBURY WOODS,4/1/2010 0:00,3/31/2011 0:00,Monterey,Not-for-Profit,1542,919246,3160024,3047547,0,-1,806770
2015,206270736,CARMEL VALLEY MANOR,1/1/2015 0:00,12/31/2015 0:00,Monterey,Not-for-Profit,11365,1729550,4627781,1705777,0,0,-1192454
2014,206270736,CARMEL VALLEY MANOR,1/1/2014 0:00,12/31/2014 0:00,Monterey,Not-for-Profit,10886,1586472,4462467,2484374,0,0,-391621
2013,206270736,CARMEL VALLEY MANOR,1/1/2013 0:00,12/31/2013 0:00,Monterey,Not-for-Profit,11215,1536106,4196819,3751469,0,0,1090756
2012,206270736,CARMEL VALLEY MANOR,1/1/2012 0:00,12/31/2012 0:00,Monterey,Not-for-Profit,12397,1559944,4257538,4143727,0,0,1446133
2011,206270736,CARMEL VALLEY MANOR,1/1/2011 0:00,12/31/2011 0:00,Monterey,Not-for-Profit,12322,1775736,4106106,2743188,0,0,412818
2015,206270756,WINDSOR MONTEREY CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,26872,8572457,8447260,98,12590,0,112705
2014,206270756,WINDSOR MONTEREY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,27140,8726110,8473189,14074,12590,0,254405
2013,206270756,WINDSOR MONTEREY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,27150,8656823,8274741,0,0,0,382082
2012,206270756,WINDSOR MONTEREY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,26450,8312994,8118229,0,0,0,194765
2011,206270756,WINDSOR MONTEREY CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,26469,8999131,8074740,0,0,0,924391
2015,206270757,WINDSOR THE RIDGE REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,35901,14164449,11198141,458,12590,0,2954176
2014,206270757,WINDSOR THE RIDGE REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,35489,13524610,11186217,2590,12590,0,2328393
2013,206270757,WINDSOR THE RIDGE REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,35629,13102280,11099535,0,0,0,2002745
2012,206270757,WINDSOR THE RIDGE REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,35998,11882745,10276711,0,0,0,1606034
2011,206270757,WINDSOR THE RIDGE REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,36212,12461989,10229834,0,0,0,2232155
2015,206270807,KATHERINE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,14703,4948166,4898823,0,0,0,49343
2014,206270807,KATHERINE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,13651,4166429,4465094,0,0,0,-298665
2013,206270807,KATHERINE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,13857,4446852,4408269,0,0,0,38583
2012,206270807,KATHERINE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,15499,5186684,4625148,0,0,0,561536
2011,206270807,KATHERINE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,15144,5469041,4781547,0,0,12234,675260
2015,206270842,PACIFIC GROVE CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,16217,5540433,5213417,-4,-1004,0,328016
2014,206270842,PACIFIC GROVE CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,16237,5550583,5369454,1330,-3823,0,186282
2013,206270842,PACIFIC GROVE CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Monterey,Not-for-Profit,15667,6038588,5443541,0,13640,0,581407
2012,206270842,PACIFIC GROVE CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Monterey,Not-for-Profit,16062,6166518,5352077,0,10996,0,803445
2011,206270842,PACIFIC GROVE CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Monterey,Not-for-Profit,15892,5683470,4929901,0,-3421,0,756990
2015,206270871,WINDSOR GARDENS REHAB CENTER OF SALINAS,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,35059,14032241,13945099,211,12590,0,74763
2014,206270871,WINDSOR GARDENS REHAB CENTER OF SALINAS,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,34654,13682570,13716984,1137,12590,0,-45867
2013,206270871,WINDSOR GARDENS REHAB CENTER OF SALINAS,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,31611,12419097,12959951,0,0,0,-540854
2012,206270871,WINDSOR GARDENS REHAB CENTER OF SALINAS,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,30356,10388365,10505985,0,0,0,-117620
2011,206270871,WINDSOR GARDENS REHAB CENTER OF SALINAS,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,32245,11032681,9948812,0,0,1,1083868
2015,206270897,WINDSOR SKYLINE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,28440,8597837,8398667,-1383,12590,0,185197
2014,206270897,WINDSOR SKYLINE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,28275,8277441,8312907,1737,12590,0,-46319
2013,206270897,WINDSOR SKYLINE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,28216,7977860,8167122,0,0,0,-189262
2012,206270897,WINDSOR SKYLINE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,28643,7929725,7981191,0,0,0,-51466
2011,206270897,WINDSOR SKYLINE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,28014,8144545,7511458,0,0,0,633087
2015,206270898,CYPRESS RIDGE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,34522,11765274,10581360,0,13500,2,1170412
2014,206270898,CYPRESS RIDGE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,33745,11213256,10130460,0,13390,0,1069406
2013,206270898,CYPRESS RIDGE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,34212,10755462,10474076,0,12590,0,268796
2012,206270898,CYPRESS RIDGE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,32224,9859362,9091333,0,13200,0,754829
2011,206270898,CYPRESS RIDGE CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,15539,4598864,4559992,156,7000,0,32028
2015,206271712,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST,1/1/2015 0:00,12/31/2015 0:00,Monterey,Investor Owned,52679,18088432,16686662,0,0,0,1401770
2014,206271712,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST,1/1/2014 0:00,12/31/2014 0:00,Monterey,Investor Owned,52269,17512919,15627698,2,0,0,1885223
2013,206271712,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST,1/1/2013 0:00,12/31/2013 0:00,Monterey,Investor Owned,51537,17496988,15191534,0,0,3480,2301974
2012,206271712,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST,1/1/2012 0:00,12/31/2012 0:00,Monterey,Investor Owned,51616,15946352,14258328,0,0,500,1687524
2011,206271712,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST,1/1/2011 0:00,12/31/2011 0:00,Monterey,Investor Owned,51319,16973407,14020343,0,0,-57967,3011031
2015,206274018,EDEN VALLEY CARE CENTER,7/1/2014 0:00,6/30/2015 0:00,Monterey,Governmental,16261,5170871,5958408,1044976,0,0,257439
2013,206274018,EDEN VALLEY CARE CENTER,7/1/2012 0:00,6/30/2013 0:00,Monterey,Governmental,16483,4631598,5160816,-11886,0,0,-541104
2012,206274018,EDEN VALLEY CARE CENTER,7/1/2011 0:00,6/30/2012 0:00,Monterey,Governmental,19157,5249250,5335482,199535,0,0,113303
2011,206274018,EDEN VALLEY CARE CENTER,7/1/2010 0:00,6/30/2011 0:00,Monterey,Governmental,18442,5013077,5040940,459922,0,0,432059
2015,206274027,WESTLAND HOUSE,1/1/2015 0:00,12/31/2015 0:00,Monterey,Not-for-Profit,5698,4282530,7064040,0,0,0,-2781510
2014,206274027,WESTLAND HOUSE,1/1/2014 0:00,12/31/2014 0:00,Monterey,Not-for-Profit,6233,1454934,7250262,0,0,0,-5795328
2013,206274027,WESTLAND HOUSE,1/1/2013 0:00,12/31/2013 0:00,Monterey,Not-for-Profit,7282,3054064,8006079,0,0,0,-4952015
2012,206274027,WESTLAND HOUSE,1/1/2012 0:00,12/31/2012 0:00,Monterey,Not-for-Profit,7969,5118086,7832991,0,0,0,-2714905
2011,206274027,WESTLAND HOUSE,1/1/2011 0:00,12/31/2011 0:00,Monterey,Not-for-Profit,7793,6108633,7539973,0,0,0,-1431340
2015,206274055,FOREST HILL MANOR HEALTH CENTER,7/1/2014 0:00,6/30/2015 0:00,Monterey,Not-for-Profit,6795,2426898,3153227,-601947,0,0,-1328276
2014,206274055,FOREST HILL MANOR HEALTH CENTER,7/1/2013 0:00,6/30/2014 0:00,Monterey,Not-for-Profit,7838,2264467,3432471,-619003,0,0,-1787007
2013,206274055,FOREST HILL MANOR HEALTH CENTER,7/1/2012 0:00,6/30/2013 0:00,Monterey,Not-for-Profit,8508,2411327,3343639,-580190,0,0,-1512502
2012,206274055,FOREST HILL MANOR HEALTH CENTER,7/1/2011 0:00,6/30/2012 0:00,Monterey,Not-for-Profit,7703,2414452,2999070,-1663243,0,0,-2247861
2011,206274055,FOREST HILL MANOR HEALTH CENTER,7/1/2010 0:00,6/30/2011 0:00,Monterey,Not-for-Profit,4335,747266,2185405,-1624929,0,0,-3063068
2015,206280984,GOLDEN LIVINGCENTER - NAPA,1/1/2015 0:00,12/31/2015 0:00,Napa,Investor Owned,40286,13347895,11090849,-4103,807105,0,1445838
2014,206280984,GOLDEN LIVINGCENTER - NAPA,1/1/2014 0:00,12/31/2014 0:00,Napa,Investor Owned,40841,12855369,10615408,-1251,783549,0,1455161
2013,206280984,GOLDEN LIVINGCENTER - NAPA,1/1/2013 0:00,12/31/2013 0:00,Napa,Investor Owned,40786,12517226,10620017,-486,775647,0,1121076
2012,206280984,GOLDEN LIVINGCENTER - NAPA,1/1/2012 0:00,12/31/2012 0:00,Napa,Investor Owned,41033,11604709,9776185,-539,0,0,1827985
2011,206280984,GOLDEN LIVINGCENTER - NAPA,1/1/2011 0:00,12/31/2011 0:00,Napa,Investor Owned,40164,11271840,9572160,-610,594802,0,1104268
2015,206281040,PINERS NURSING HOME,7/1/2014 0:00,6/30/2015 0:00,Napa,Investor Owned,14953,5218647,4985665,-118022,0,0,114960
2014,206281040,PINERS NURSING HOME,7/1/2013 0:00,6/30/2014 0:00,Napa,Investor Owned,14045,4706733,4554583,-339907,0,0,-187757
2013,206281040,PINERS NURSING HOME,7/1/2012 0:00,6/30/2013 0:00,Napa,Investor Owned,15431,5003905,4574150,-333553,0,0,96202
2012,206281040,PINERS NURSING HOME,7/1/2011 0:00,6/30/2012 0:00,Napa,Investor Owned,12314,4490289,4475586,-123945,0,0,-109242
2011,206281040,PINERS NURSING HOME,7/1/2010 0:00,6/30/2011 0:00,Napa,Investor Owned,13145,5245126,4667100,-151005,0,0,427021
2015,206282278,NAPA VALLEY CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Napa,Investor Owned,42532,14096342,13009262,0,13390,0,1073690
2014,206282278,NAPA VALLEY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Napa,Investor Owned,44400,13978063,12243528,0,13390,0,1721145
2013,206282278,NAPA VALLEY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Napa,Investor Owned,44381,13478872,13008137,0,12590,0,458145
2012,206282278,NAPA VALLEY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Napa,Investor Owned,43532,12831446,12058167,0,13200,0,760079
2011,206282278,NAPA VALLEY CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Napa,Investor Owned,25284,6896474,6441980,0,7000,0,447494
2015,206284010,"MEADOWS OF NAPA VALLEY, THE",4/1/2014 0:00,3/31/2015 0:00,Napa,Not-for-Profit,20184,7691780,9349881,1275854,0,0,-382247
2014,206284010,"MEADOWS OF NAPA VALLEY, THE",4/1/2013 0:00,3/31/2014 0:00,Napa,Not-for-Profit,20983,7718623,8679639,1061679,0,0,100663
2013,206284010,"MEADOWS OF NAPA VALLEY, THE",4/1/2012 0:00,3/31/2013 0:00,Napa,Not-for-Profit,20129,7965872,8801371,369827,0,0,-465672
2012,206284010,"MEADOWS OF NAPA VALLEY, THE",4/1/2011 0:00,3/31/2012 0:00,Napa,Not-for-Profit,18260,8503463,9848291,117724,0,0,-1227104
2011,206284010,"MEADOWS OF NAPA VALLEY, THE",4/1/2010 0:00,3/31/2011 0:00,Napa,Not-for-Profit,20200,9313871,9566090,351740,0,0,99521
2015,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Nevada,Investor Owned,49353,13925944,13550010,1322,0,0,377256
2014,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Nevada,Investor Owned,51016,13510897,13251560,23059,0,0,282396
2013,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Nevada,Investor Owned,51728,12873678,12533804,0,0,0,339874
2012,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Nevada,Investor Owned,50032,12978589,11824981,0,0,0,1153608
2011,206290892,GOLDEN EMPIRE NURSING & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Nevada,Investor Owned,48704,12229886,11238450,0,0,0,991436
2015,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Nevada,Investor Owned,25771,8634858,8789067,3434,0,0,-150775
2014,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Nevada,Investor Owned,28167,8662422,8631105,-30488,-23607,0,24436
2013,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Nevada,Investor Owned,27967,8687476,8742642,5696,23607,0,-73077
2012,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Nevada,Investor Owned,27441,8849932,8816583,830,0,0,34179
2011,206291040,SPRING HILL MANOR CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Nevada,Investor Owned,26922,9392497,9168080,-11222,90000,0,123195
2015,206292214,WOLF CREEK CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Nevada,Investor Owned,19422,7083266,6506442,0,13500,0,563324
2014,206292214,WOLF CREEK CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Nevada,Investor Owned,19104,7068744,6391411,0,11790,0,665543
2013,206292214,WOLF CREEK CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Nevada,Investor Owned,18930,6879595,6595012,0,18380,0,266203
2012,206292214,WOLF CREEK CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Nevada,Investor Owned,18204,5663518,5546566,0,13200,0,103752
2011,206292214,WOLF CREEK CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Nevada,Investor Owned,8837,2444195,2499449,0,7000,0,-62254
2015,206294002,CRYSTAL RIDGE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Nevada,Investor Owned,32393,10485326,9512836,0,13500,0,958990
2014,206294002,CRYSTAL RIDGE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Nevada,Investor Owned,31946,10443310,9504126,0,13390,0,925794
2013,206294002,CRYSTAL RIDGE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Nevada,Investor Owned,32979,10616956,10045579,0,12590,0,558787
2012,206294002,CRYSTAL RIDGE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Nevada,Investor Owned,32780,9339105,9258492,0,13200,0,67413
2011,206294002,CRYSTAL RIDGE CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Nevada,Investor Owned,16769,4266393,4294509,8,7000,0,-35108
2015,206300039,FRENCH PARK CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,67733,20955494,20220799,10,12590,0,722115
2014,206300039,FRENCH PARK CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,67600,19034279,19382071,549,12590,0,-359833
2013,206300039,FRENCH PARK CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,66920,18902088,19405206,130,12590,0,-515578
2012,206300039,FRENCH PARK CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,64128,18815126,18800480,453,12590,0,2509
2011,206300039,FRENCH PARK CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,62683,20182556,19931343,62,12590,0,238685
2015,206300210,REGENTS POINT - WINDCREST,1/1/2015 0:00,12/31/2015 0:00,Orange,Not-for-Profit,17877,5180598,7033223,2633328,0,0,780703
2014,206300210,REGENTS POINT - WINDCREST,1/1/2014 0:00,12/31/2014 0:00,Orange,Not-for-Profit,17569,5709792,7003420,3443502,0,0,2149874
2013,206300210,REGENTS POINT - WINDCREST,1/1/2013 0:00,12/31/2013 0:00,Orange,Not-for-Profit,17249,5187996,9770130,6831518,0,0,2249384
2012,206300210,REGENTS POINT - WINDCREST,1/1/2012 0:00,12/31/2012 0:00,Orange,Not-for-Profit,18150,5070077,9270031,5496268,0,0,1296314
2011,206300210,REGENTS POINT - WINDCREST,1/1/2011 0:00,12/31/2011 0:00,Orange,Not-for-Profit,17859,5046919,8534927,5095910,0,0,1607902
2015,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,33429,9617169,8724331,106,0,0,892944
2014,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,32050,9249400,8468772,31,0,0,780659
2013,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,32471,9262811,8367655,31,0,0,895187
2012,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,33158,9229150,8161863,722,0,2,1068007
2011,206300212,EXTENDED CARE HOSPITAL OF WESTMINSTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,32173,8828852,7607852,117,0,2,1221115
2015,206301089,ALAMITOS WEST HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,45171,12943711,13729674,9233,0,0,-776730
2014,206301089,ALAMITOS WEST HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,46254,13841048,14034678,14375,0,0,-179255
2013,206301089,ALAMITOS WEST HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,46552,13116681,12943787,36906,0,0,209800
2012,206301089,ALAMITOS WEST HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,48079,12300519,12793640,13183,0,0,-479938
2011,206301089,ALAMITOS WEST HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,47674,13196467,13640525,21084,0,0,-422974
2015,206301094,ANAHEIM HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,74301,20089400,19218527,492,12590,0,858775
2014,206301094,ANAHEIM HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,72255,17964846,18239520,1048,12590,0,-286216
2013,206301094,ANAHEIM HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,70776,17873360,18368873,40618,12590,0,-467485
2012,206301094,ANAHEIM HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,70137,17999559,18040827,14,12590,0,-53844
2011,206301094,ANAHEIM HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,72503,18534782,18492933,27,12590,0,29286
2015,206301107,THE PAVILION AT SUNNY HILLS,7/1/2014 0:00,6/30/2015 0:00,Orange,Investor Owned,43190,12285767,12927177,237185,0,0,-404225
2014,206301107,THE PAVILION AT SUNNY HILLS,12/20/2013 0:00,6/30/2014 0:00,Orange,Investor Owned,15028,3427629,4970235,459373,800,0,-1084033
2013,206301107,THE PAVILION AT SUNNY HILLS,1/1/2013 0:00,12/19/2013 0:00,Orange,Investor Owned,39302,6048293,14895580,0,0,0,-8847287
2012,206301107,THE PAVILION AT SUNNY HILLS,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,38772,9843401,12479012,0,0,0,-2635611
2011,206301107,THE PAVILION AT SUNNY HILLS,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,39519,10965785,12364719,0,0,0,-1398934
2015,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,58870,16244044,16292459,-157546,12590,0,-218551
2014,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,62478,16865973,16931028,7855,12590,0,-69790
2013,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,58586,15352052,17488785,13054,12593,0,-2136272
2012,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,61549,15691284,17455338,1663,0,0,-1762391
2011,206301113,SEAL BEACH HEALTH AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,67820,18663410,18521759,746,0,0,142397
2015,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,58488,17617688,19323151,-73306,12590,0,-1791359
2014,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,65151,19196641,19085248,2056,12590,0,100859
2013,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,66031,19527691,20100605,-11844,12593,0,-597351
